work_id;Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;(Major) Character Death Evidence;words
49531849;Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;;;;;Pammon;;;;;;;;;;;;;;narrator;first;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";1686
49531849;Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;;;;;Hipponous;;;;;;;;;;;;;;narrator;first;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";1686
49531849;Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;;;;;Polydorus;;;;;;;;;;;;;;narrator;first;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";1686
49531849;Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;;;;;Troilus;;;;;;;;;;;;;;narrator;first;"""My brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus are dead.""";1686
49531849;Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;;;;;Creusa;;;;;;;;;;;;;;narrator;first;"""My sisters Creusa and Polyxena are dead.""";1686
49531849;Cassandra, a Trojan princess, recalls her traumatic experiences as she's held captive by Agamemnon. She reflects on the fall of Troy and the deaths of her loved ones, including her father Priam, brothers Hector, Deiphobus, Paris, Antiphus, Pammon, Hipponous, Polydorus, and Troilus, and sisters Creusa and Polyxena. The perpetrators of these murders are not explicitly mentioned in the text, but it is implied that they died during the fall of Troy. Cassandra also thinks about her great love Coroebus, who is dead as well. Meanwhile, Agamemnon tries to make love to her, but she remains silent and numb, already resigned to her fate and the impending doom that awaits them all.;;;;;;;;;;Polyxena;;;;;;;;;;;;;;narrator;first;"""My sisters Creusa and Polyxena are dead.""";1686
49859260;Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;;;;slashing throat;;;;;;Iphigenia;;;;;;Agamemnon;;;;;;;;narrator;third;"""In between the whistle of her father's blade and her death, Iphigenia had time for a single thought: Please, no—"" [...] ""Instead of that comfortable warmth, her own father had lodged a dagger in her throat."" [...] ""I died like a—a slaughter cow upon a slab!""";1111
49859260;Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;;;;slaying;;;;;;Agamemnon;;;;;;Aegisthus;;;;;;;;indirect thought;third;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath.""";1111
49859260;Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;;;;manipulation;;;;;;Agamemnon;;;;;;Clytemnestra;;;;;;;;indirect thought;third;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath."" [...] ""She stood up straight and looked Atropos in her endless, bottomless eyes. ""Do it,"" she said.""";1111
49859260;Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;;;;curse/revenge;;;;;;Agamemnon;;;;;;Iphigenia;;;;;;;;indirect thought;third;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath."" [...] ""She stood up straight and looked Atropos in her endless, bottomless eyes. ""Do it,"" she said.""";1111
49859260;Iphigenia, who was previously sacrificed by her father Agamemnon's blade, finds herself in the Fields of Asphodel, where she meets Queen Persephone and the Fates: Clotho, Lachesis, and Atropos. They offer to alter her fate, but Iphigenia refuses their offers, first declining a peaceful life as a smith's daughter, which would have resulted in her sister Electra being sacrificed instead, and then rejecting a life with Achilles, which would have led to her family's downfall and the brutal treatment of her siblings. Ultimately, she accepts Atropos' offer of revenge, choosing to orchestrate her father's demise at the hands of Aegisthus, who will be manipulated by Clytemnestra, thus avenging her own death and finding satisfaction in the act.;;;;curse/revenge;;;;;;Agamemnon;;;;;;Atropos;;;;;;;;indirect thought;third;"""Iphigenia shivered as the images snaked through her mind: Aegisthus, a willing fool, grown too ambitious, wielding an axe placed there by Clytemnestra's hand. Her father cowering in the bath."" [...] ""She stood up straight and looked Atropos in her endless, bottomless eyes. ""Do it,"" she said.""";1111
50126794;In this dark fantasy sh ort story, an explorer seeking ancient relics discovers the entrance to the fabled Minotaur labyrinth and navigates its treacherous paths. However, they soon find themselves face-to-face with Asterion, the supposedly slain Minotaur, who has somehow survived for thousands of years. The Minotaur, driven by lust and isolation, brutally rapes the explorer, leaving them physically and emotionally broken. The story makes a passing mention of Asterion's previous victims, implying that he had consumed most humans who wandered into his labyrinthine prison, but there is no explicit description of their deaths. The only death mentioned in the past tense is Asterion's own supposed demise, which was later revealed to be false.;;;;;;;;;;humans;;;;;;Asterion;;;;;;;;narrator;second;"""In the past, he had consumed most humans that wandered into his labyrinthine prison, but you were bravely entering his home, his nest.""";979
50519623;In the city of Troy, amidst the chaos and destruction caused by the Greeks, Cassandra clings to the statue of Athena in the temple, praying for protection from the deceitful Greeks. However, she is found by Ajax, who brutally rapes her, despite being a priestess in her own temple. Cassandra's attempts to invoke Athena's aid are unsuccessful, and she ultimately succumbs to her fate, dying on Athena's altar at the hands of Ajax.;;;;slaying;;;;;;unspecified;;;;;;unspecified;;;;;;;;narrator;first;"""Outside, there was blood everywhere. Bronze struck on bronze, the last screams of fallen men filled the air.""";560
50519623;In the city of Troy, amidst the chaos and destruction caused by the Greeks, Cassandra clings to the statue of Athena in the temple, praying for protection from the deceitful Greeks. However, she is found by Ajax, who brutally rapes her, despite being a priestess in her own temple. Cassandra's attempts to invoke Athena's aid are unsuccessful, and she ultimately succumbs to her fate, dying on Athena's altar at the hands of Ajax.;;;;burning;;;;;;unspecified;;;;;;unspecified;;;;;;;;narrator;first;"""Few know it, but forget it: The smell of the burning city and  the sizzling flesh of those trapped in their houses.""";560
51106009;Medusa's lover, an old man with weak eyesight, dies after being petrified by Medusa's gaze at his own request, allowing him to die painlessly and with dignity. He is the victim, and Medusa is the unwitting perpetrator of his demise. Athena is indirectly responsible for his death, as she had previously laughed in Medusa's head, foreshadowing the event.;;;;petrification;;;;;;Perseus;;;;;;Medusa;;;;;;;;narrator;first;"""First off, I didn’t get my head chopped off by Perseus. He was being used as somewhere to hang drying linens, until Stheno said it ‘interrupted the flow of the room’, and made me drag him outside with the others. He’s currently surrounded by a patch of crimson and amethyst geraniums, his face forever locked in a soundless, eternal scream.""";5714
51106009;Medusa's lover, an old man with weak eyesight, dies after being petrified by Medusa's gaze at his own request, allowing him to die painlessly and with dignity. He is the victim, and Medusa is the unwitting perpetrator of his demise. Athena is indirectly responsible for his death, as she had previously laughed in Medusa's head, foreshadowing the event.;;;;petrification;;;;;;Theofylaktos;;;;;;Medusa;;;;;;;;narrator;first;""" The change is gradual, like a slow-tide, but unstoppable. His flesh turns to grey stone, and it moves up his body. His hands in mine become cold, and he moves away. He keeps his eyes locked onto mine. """;5714
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;unspecified;;;;;;Heracles' music teacher;;;;;;Heracles;;;;;;;;narrator;first;"""(Unless you count that one time he murdered his music teacher on accident) """;4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;slashing head off;;;;;;Hydra;;;;;;Heracles;;;;;;;;narrator;first;"""This feat made Heracles even more popular and his cousin more jealous (again, petty bitch). So for his next task his cousin told him to kill the Hyrda, so Heracles hopped a ride with this nephew Iolas (I assume on the godly side cause  of them can keep it in there pants) to go to the swamp where the Hyrda lived and kill the it. He figured out that if you cut off one of the Hyrda's head it would simply re-grow (also I think he got attacked by some crab mid fight which is just, random af) it so Iolas helped him make a plan where they would cut of all it's heads then burn the necks so more heads wouldn't grow back and used it's poison blood to make poisons arrows (that'll be important later). """;4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;being shot;;;;;;Chiron;;;;;;Heracles;;;;;;;;narrator;first;"""Heracles then visited Chiron (some versions say he got shot too) who told him how to catch the angry death boar.""";4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;unspecified;;;;;;a centaur;;;;;;Heracles;;;;;;;;narrator;first;"""Then in-between his 8th and 9th labor he did some more cool stuff like, murder another centaur, invent the olympics, fight some giants, sailed around on the argo with Jason and rescue Prometheus from the eagle that was constantly eating his liver.""";4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;being shot;;;;;;a centaur Nesso's;;;;;;Heracles;;;;;;;;narrator;first;"""That is until a centaur Nesso's kidnapped his wife and tried to marry her, so Heracles shot him with an arrow and as he bled out he convinced Deinareria to take some of his blood and if Heracles was ever on faithful to her it would act as a love potion, (spoiler alert - it was poison).""";4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;snake bite;;;;;;Eurydice;;;;;;---;;;;;;;;narrator;first;"""Euphoria was walking with her nymph friends in the forest and i guess no one taught her that rhyme “red on black friend of Jack, black on yellow you’re a dead fellow” because boom, snake bite and she was dead.""";4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;tearing to pieces;;;;;;Orpheus;;;;;;followers of the Dionysus cult;;;;;;;;narrator;first;"""Then, when he was having an angsty concert for the forest creatures bashing all the gods a bunch of Dionysus cult followers showed and ripped him limb from limb for not worshipping Dionysus (again, the irony).""";4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;drought/famine;;;;;;mortals;;;;;;---;;;;;;;;narrator;first;"""So, the parents built her a temple and Demeter chilled there instead of Olympus and became so depressed she forgot to make plants grow and caused this huge drought/famine."" [...] ""So Hermes decided to go knocking on Hades door to get some answer on Persephone and hopefully convince her to return to the mortal world so Demeter would stop being an angsty little bitch and killing all the mortals.""";4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;flood;;;;;;mortals;;;;;;Zeus;;;;;;;;narrator;first;"""So now the mortals had to deal with sickness and famines and stuff, so Zeus decided ""Fuck it"" and started making a flood to whip them all out (I swear, gods all throughout different mythology and religions always resort to 'when in doubt, drown humanity', like this shows up so many times through old religions and mythologies I swear.""";4950
52941766;Here is a summary of the story with information about character deaths:  No character deaths are explicitly mentioned in the text, but there are descriptions of violent and fatal events. Prometheus is punished by Zeus for giving fire to humans and is chained to a rock where an eagle eats his liver every day for eternity until he is freed by Heracles. However, this is not technically a death, as Prometheus survives the ordeal. Additionally, Zeus's flood kills off humanity, but no specific characters are mentioned as victims.;;;;;;;;;;babies;;;;;;;;;;;;;;narrator;first;;4950
54516907;Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;;;;petrification;;;;;;villagers;;;;;;Anithea/Clardusa;;;;;;;;narrator;third;"""The Priestess, now transformed into a Gorgon, fled in terror from the temple and sought the help of the nearby villagers. However, when they saw her, they were instantly turned to stone.""";2135
54516907;Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;;;;petrification;;;;;;warriors;;;;;;Anithea/Clardusa;;;;;;;;narrator;third;"""Despite numerous valiant attempts by brave warriors to defeat the beast on behalf of the goddess, just like her own heart, they all met the same fate, turning into statues that adorned the ruins surrounding the temple she called home.""";2135
54516907;Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;;;;beheading;;;;;;gorgon;;;;;;Perball;;;;;;;;narrator;third;"""Perball got close to Clardusa's body, and then, with one fell swoop, he beheaded the ""gorgon"" with his blade. """;2135
54516907;Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;;;;slaying;;;;;;Clardusa;;;;;;many warriors;;;;;;;;narrator;third;"""Many warriors came to stay the beast for the goddess, but just like her heart, they all became stone to decorate the ruins around the temple she calls home.""";2135
54516907;Perball beheaded the gorgon, but its decapitated head transformed into a tiny piglet with fake snakes and was rescued by a winged horse. Chyroar was wounded by Perball's attack on his legs, but Clardusa healed him using her brass fingers. Pegasus intervened to save Clardusa from Perball's fatal blow and was subsequently incapacitated by Perball's shield. As Clardusa escaped with Chyroar, Perball threw his sword at them, piercing Clardusa's left wing, causing unbearable pain.;;;;stabbing;;;;;;Clardusa;;;;;;Villager's wife;;;;;;;;narrator;third;"""It was one of the female villagers who had come with a dagger to kill her for turning her husband to stone.""";2135
56246299;"Ismene visits her sister Antigone's corpse at night, finding her with blue bruises on her throat and stiff, cold skin. Ismene touches and kisses Antigone's body, eventually becoming overcome with grief and rage, leading her to make intimate contact with the corpse. As she does so, she whispers """"I hate you"""" repeatedly, but ultimately realizes that her hatred is directed at herself for still being afraid of Antigone even in death. The story implies that Antigone was murdered by their uncle, the king, although the exact mode of demise is not specified.""";;;;being choked;;;;;;Antigone;;;;;;Ismene's uncle;;;;;;;;narrator;third;"""Antigone was poised on a stone slab, cold and unmoving. No one could have mistaken her for a sleeping girl: this was a corpse. Blue bruises at her throat, skin covered with the milky sheen of death, unnaturally stiff and hard to the touch.""";1117
56347633;"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";;;;being choked;;;;;;Alicent Hightower;;;;;;Melinoë;;;;;;;;indirect thought;third;"""Melinoë was annoyed by her cries and was quickly becoming bored. She squeezed her neck until she felt Alicent's life drain from her body.""";3488
56347633;"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";;;;extensive childbearing;;;;;;Queen Aemma;;;;;;unspecified;;;;;;;;direct speech;third;"""Viserys looked as if he was going to be sick. He knew that meant he'd never see his wife again. ""I don't understand."" The goddess feigned sadness and sighed, ""Let me put it this way. In your quest for a male heir, which you ignored my warnings about, you killed 6 children and your wife. Because Queen Aemma had become with child so young and had no rest between pregnancies, her body wasn't strong enough. And whose fault is that? Yours."" [...] ""Queen Aemma is with her 6 children in Paradise. And you. Will. Never. See her. Again.""";3488
56347633;"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";;;;;;;;;;grandfather;;;;;;Melinoe;;;;;;;;narrator;third;"""After all, she did kill their mother and grandfather.""";3488
56347633;"Melinoe, the goddess, arrived at the scene where Prince Daemon was mourning the death of his wife, Queen Aemma. Melinoe revealed that she had killed Aemma, as well as their grandfather and a guard dog. The queen's six children were with her in Paradise. Melinoe offered to give three of Rhaenyra's half-siblings a gift - immortality by being raised by gods. Helaena chose Apollo, Aemond was chosen for Ares, and Aegon chose Melinoe herself as his """"mother"""". Prince Daemon disapproved, but the goddess defended her actions, pointing out that he had threatened the children himself. The three siblings disappeared with Melinoe in a puff of black smoke, while Prince Daemon remained behind, still grieving over the loss of his wife and family members who were killed by Melinoe.""";;;;;;;;;;Viserys' six children;;;;;;;;;;;;;;direct speech;third;;3488
56417806;No one has died in this text, so there are no murderers or victims to report on.;;;;unspecified;;;;;;the old queen;;;;;;---;;;;;;;;narrator;first;"""It was just a year after my mother, the old Queen died, and the spirit of the Goddess passed to me.""";6256
56574667;There are no deaths mentioned in the provided text, therefore there is no information about murderers, modes of demise, victims, or perpetrators to include in the summary.;;;;manipulation, looking at a divine aura;;;;;;Semele;;;;;;Zeus;;;;;;;;narrator;third;"""He let her see him, with all his divinity, for only a second. Unfortunately, humans were far more fragile than he had ever cared to notice. He refused to look at her corpse, intensely burned in some places, completely raw in others."" [...] ""He only left a note, “Cause of death: divine aura, accident”.""";1637
56575177;Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;;;;unspecified;;;;;;Klytemnestra's husband and son;;;;;;Agamemnon;;;;;;;;indirect thought;third;"""What was even worse was how Agamemnon brutally murdered her real husband and son""";6448
56575177;Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;;;;sacrifice;;;;;;Iphigenia;;;;;;Agamemnon;;;;;;;;direct speech;third;"""“…Because he plans to kill your daughter and sacrifice her to Artemis.”"" [...] ""“How can you not? This is your daughter and now you are about to kill your own daughter with the knife in your hands! What kind of man would have a heart like this?”"" [...] ""“Mother, I cannot bear to leave you! I cannot bear to leave this world and enter the dark realm of Hades.""";6448
56575177;Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;;;;stabbing;;;;;;Agamemnon;;;;;;Klytemnestra;;;;;;;;narrator;third;"""Three sounds of stabbing and a long sound of howling. Agamemnon lay heavily in the bathtub, blood staining the entire pool.""";6448
56575177;Agamemnon's death was orchestrated by his wife Klytemnestra, who stabbed him multiple times with a weapon while he was trapped in a robe in the bathtub as revenge for sacrificing their daughter Iphigenia. Kassandra, a former princess of Troy and Agamemnon's war prize, witnessed the murder and was subsequently killed by Klytemnestra with the same weapon.;;;;stabbing ;;;;;;Kassandra;;;;;;Klytemnestra;;;;;;;;narrator;third;"""She glanced at the two bodies on the ground, and a small smile appeared on her face.""";6448
56580688;The protagonist's inner child died due to her own negligence and failure to prioritize herself, with the mode of demise being drowning and a bear attack. The entity, which serves as a manifestation of the protagonist's subconscious, is the perpetrator that orchestrated the events leading to the inner child's death. The inner child is the victim, and her death symbolizes the loss of innocence and the protagonist's failure to nurture her own emotional well-being.;;;;drowning;;;;;;Original Character;;;;;;entity;;;;;;;;narrator;first;"""And the small child floating in the middle of it. My heart stopped, I scrambled out of the bushes and ran towards her. Once I finally reached her I pulled her towards me. I brushed the hair out of her face. Her brown eyes stared up towards the sky, lifeless.""";1974
